timestamp,price_ds,wind_log,consump_log_ds,north_wind_log,d_congested,north_wind_cong,netexch_dk1,netexch_fi,netexch_no1,netexch_se2,netexch_se4
2025-01-01 16:00:00,-0.5424603771091716,7.3098814858247865,-0.016948346061234076,8.19946419761216,0.0,0.0,12.9,-1200.0,0.0,5124.1,-106.8
2025-01-01 17:00:00,-0.5524905836914233,7.331714969726466,-0.021888082235546946,8.263074835802596,0.0,0.0,-299.0,-1200.0,0.0,5559.9,-206.5
2025-01-01 18:00:00,-0.5591932894708833,7.374001859350161,-0.008229326359728617,8.327967858305488,0.0,0.0,-240.4,-1200.0,0.0,5368.1,-186.6
2025-01-01 19:00:00,-0.6531780755097087,7.360739903058278,-0.005313762737102934,8.374938143835367,0.0,0.0,-363.5,-1200.0,0.0,5280.3,-86.1
2025-01-01 20:00:00,-0.5284576137520278,7.388946097618437,0.005139600585911452,8.4096079807363,0.0,0.0,-694.0,-1200.0,0.0,5038.7,-892.5
2025-01-01 21:00:00,-0.4734534816495244,7.385230923066573,0.01605557335720853,8.432506383249043,0.0,0.0,-715.0,-1200.0,0.0,4787.2,-741.7
2025-01-01 22:00:00,-0.26796475266912445,7.357556200910353,0.03325716416411062,8.43663368355782,0.0,0.0,-715.0,-1200.0,0.0,5394.7,-300.0
2025-01-01 23:00:00,-0.1734813135387019,7.312553498102598,0.05408386403187215,8.417593826193484,0.0,0.0,-650.0,-1200.0,-19.9,4716.6,-1041.3
2025-01-02 00:00:00,-0.6075580094345043,7.1891677384203225,-0.02403720933625486,8.443115988019922,0.0,0.0,-644.0,-1200.0,-160.2,4162.0,-86.0
2025-01-02 01:00:00,-0.5879525034152544,7.160069207596127,-0.010652323116307372,8.382289428951436,0.0,0.0,-644.0,-1200.0,-232.4,4048.1,61.3
2025-01-02 02:00:00,-0.5501167119750505,7.142036574706803,-0.011056342917374451,8.30795254527102,0.0,0.0,-644.0,-1200.0,-218.4,4181.7,-138.7
2025-01-02 03:00:00,-0.44213073504948275,7.132497551660044,-0.011818750250704113,8.24564690087386,0.0,0.0,-94.3,-1200.0,-46.2,4451.8,-12.4
2025-01-02 04:00:00,-0.3375652056402063,7.155396301896734,-0.008895324493172652,8.20849175174038,0.0,0.0,-44.0,-1200.0,0.0,4453.1,-106.6
2025-01-02 05:00:00,-0.24708540614188568,7.151485463904735,-0.010092947636769267,8.192847134592865,1.0,8.192847134592865,-644.0,-1200.0,0.0,6049.4,-968.2
2025-01-02 06:00:00,-0.11972347163683494,7.1592919047975645,-0.024681264117562662,8.19836438996762,1.0,8.19836438996762,-644.0,-1200.0,0.0,7247.8,-3313.3
2025-01-02 07:00:00,0.1424242012117345,7.168579897264035,-0.030921286828457184,8.213652703029998,1.0,8.213652703029998,-644.0,-1182.3,307.8,7376.1,-3440.5
2025-01-02 08:00:00,0.18753920137521796,7.241366283322318,-0.018472007092636744,8.22389538017882,1.0,8.22389538017882,-646.0,-1014.7,0.0,7179.0,-2712.9
2025-01-02 09:00:00,0.2946976350431747,7.353081920515432,-0.007258831750771577,8.247220052745229,1.0,8.247220052745229,-644.0,-1049.0,0.0,7277.8,-3054.4
2025-01-02 10:00:00,0.35713356009913344,7.427738840532894,0.0033078853704999744,8.280204233279974,1.0,8.280204233279974,-644.0,-1002.5,0.0,7259.0,-3171.3
2025-01-02 11:00:00,0.3154793339214681,7.459338895220296,0.008865594770419705,8.314587291319576,1.0,8.314587291319576,-644.0,-916.5,0.0,7371.5,-3478.1
2025-01-02 12:00:00,0.29624233558155133,7.465655310134056,0.013095788270344855,8.336150816120663,1.0,8.336150816120663,-644.0,-870.7,0.0,7409.5,-3701.4
