quantile,type,variable,value,se,pval,stars
.95,coef,ar_L1,1.013948602342688,.0096718024225122,0,***
.95,coef,ar_L2,-.1360604765522146,.0093445908309611,0,***
.99,fit,N,96374,,,
.99,fit,pseudo_r2,-.9262690482345126,,,
.99,lbq,L24,484721.6148177641,,0,***
.99,coef,_cons,1.596628476014759,.1224768097267031,0,***
.99,coef,wind_log,-.0650717082796589,.0071045014008409,0,***
.99,coef,hydro_log_ds,.0037847677966072,.0210994071198219,.8576409662069291,
.99,coef,consump_log_ds,.5129298439976829,.0653642234512687,4.21884749358e-15,***
.99,coef,oil_log,-.2851404913139041,.0328444452800037,0,***
.99,coef,gas_log,.0873198068449663,.0103905404654692,0,***
.99,coef,netexch_dk2,-.0000417154159729,.0000121173894297,.0005761347891748,***
.99,coef,netexch_ger,-.0000102504731996,.0000209381831932,.6244460905914919,
.99,coef,netexch_pl,3.67298163457e-06,.0000197051797228,.8521336338883012,
.99,coef,netexch_se3,.0000113184580499,7.97542784027e-06,.1558505518696558,
.99,coef,ar_L1,.7560987500182105,.0374868090193852,0,***
.99,coef,ar_L2,-.1273878793637402,.0375076866579871,.0006829997195927,***
